Position X,Position Y,Position Z
966.765,4955.83,1847.03
983.012,4936.42,1878.26
1155.01,4966.37,1826.83
1077.63,4991.12,1828.97
1160.65,4970.6,1834.72
1119.11,4966.79,1844.94
1089.56,4980.78,1849.8
1134.51,4987.67,1862.38
1128.82,4987.73,1880.96
1114.41,4975.27,1886.69
1173.48,4930.75,1887
1398.25,4959.24,1838.26
1316.3,4952.01,1866.32
1609.51,4918.25,1845.76
1575.21,4995.42,1852.39
1606.21,4897.38,1883.03
1664.49,4991.21,1825.69
1732.41,4978.62,1834.39
1687.49,4897.94,1866.45
1832.36,4937.85,1826.24
1840.85,4899.8,1840.42
1843.56,4905.48,1868.47
1890.04,4942.03,1873.74
1861.76,4992.15,1878.57
1858.12,4991.65,1886.64
1985.59,4985,1826.37
1929.06,4950.81,1835.42
1937.53,4943.34,1860.63
2060.68,4980.62,1825.32
2106,4914.15,1830.68
2108.33,4888.58,1849.32
2092.29,4922.16,1866.61
2121.16,4895.36,1874.12
2360.9,4963.8,1840.88
2459.59,4932.37,1849.67
2400.87,4965.92,1854.28
1107.17,5076.46,1824.53
1141.75,5043.31,1842.85
1104.02,5102.03,1881.61
1176.06,5064.02,1838.72
1247.56,5090.17,1849.94
1284.71,5095.89,1857.8
1181.29,5101.19,1862.84
1178.36,5063.76,1868.46
1203.3,5119.18,1868.37
1279.99,5090.17,1873.33
1352.26,5087.49,1869.82
1516.88,5040.88,1880.42
1626.25,5077.41,1824.41
1563.29,5043.22,1838.29
1556,5066.95,1853.44
1561.93,5126.29,1874.47
1763.68,5069.93,1833.3
1747.74,5057.27,1836.51
1732.73,5065.75,1842.29
1767.32,5048.85,1884.7
1764.9,5116.27,1886.53
1813.52,5109.37,1826.29
1867.12,5015.42,1849.43
1892.92,5092.27,1850.37
1840.13,5030.94,1854.15
1782.36,5076.95,1852.76
1815.39,5036.91,1856.99
1782.13,5109.34,1863.55
1789.07,5058.19,1874.86
1803.83,5042.66,1878.38
1854.96,5070.95,1879.8
1839.69,5046.16,1882.02
1883.6,5051.04,1886.73
1946.21,5099.31,1825.96
1938.19,5105.21,1825.08
1931.44,5111.81,1824.9
1906.14,5112.49,1828.53
1898.46,5102.29,1839.15
1919.93,5007.22,1846.86
2012.3,5105.35,1854
1927.27,5123.79,1857.95
1904.65,5095.88,1870.1
1948.21,5044.46,1872.88
1908.31,5089.35,1874.88
2005.62,5018.01,1877.2
1929.61,5083.1,1883.26
1938.08,5082.1,1886.87
2117.07,5092.23,1830.16
2117.87,5086.36,1838.6
2045.95,5071.49,1845.65
2118.92,5081.01,1844.54
2051.13,5062.65,1864.73
2367.56,5073.76,1846.69
2289.27,5107.42,1867.82
2429.02,5056.96,1835.31
1048.92,5180.23,1835.4
1027.89,5197.73,1882.84
990.108,5225.39,1887.16
999.44,5245.18,1885.76
1084.15,5217.78,1854.26
1150.36,5233.4,1870.56
1223.36,5164.14,1839.55
1263.31,5203.03,1868.59
1351.67,5242.67,1847.33
1317.19,5223.01,1850.2
1321.1,5242.57,1856.09
1379.66,5193.05,1862.9
1295.91,5148.18,1876.88
1379.82,5175.73,1878.1
1297.8,5152.39,1887.14
1427.56,5128.61,1828.56
1521.49,5185.16,1872.59
1452.65,5162.02,1880.96
